clientMac,group,transition,uniquePlaces,totalTime
06c3,active (others),1,1,2756
b6ee,in-the-wild (others),1,1,94
b145,active (others),1,1,3394
3f2f,active (others),1,1,3591
2ed0,active (others),1,1,3496
6560,active (others),1,1,2139
a893,active (others),1,1,3534
347d,in-the-wild (others),1,1,351
c9d9,active (others),2,1,2434
1ccc,active (others),1,1,3290
1120,active (others),1,1,999
c96e,active (others),1,1,1082
eb95,active (others),2,2,3573
0170,active (others),2,1,3429
5f7a,inactive (dorm),2,1,2028
085f,active (others),3,2,1780
5593,active (others),2,1,3591
60c1,active (others),1,1,3238
2e22,active (others),4,3,1621
6158,inactive (dorm),1,1,433
4e4d,active (others),1,1,3365
2477,inactive (dorm),1,1,3595
cf6a,inactive (dorm),1,1,3591
f273,active (others),1,1,2928
f8c4,active (others),2,2,1224
223a,active (others),2,1,1573
6d7a,active (others),1,1,3597
a298,active (others),4,2,813
9355,active (others),1,1,3472
7256,inactive (dorm),1,1,16
a183,active (others),1,1,3431
5245,active (others),1,1,3425
e990,inactive (dorm),1,1,2869
9b5d,in-the-wild (others),1,1,3301
f3fe,active (others),1,1,2164
27a3,active (others),7,5,2733
4045,active (others),1,1,2881
bc28,inactive (dorm),1,1,2835
530a,inactive (dorm),1,1,3595
dea6,active (others),1,1,3468
231d,active (others),2,2,3552
c352,inactive (dorm),1,1,937
2bac,active (others),1,1,2202
fa6c,active (others),5,4,3538
0712,active (others),1,1,3377
3c7b,active (others),4,2,3260
1b01,in-the-wild (others),7,7,3536
10b1,active (dorm),3,3,1808
65ad,active (others),1,1,3486
da91,active (dorm),3,3,3412
8a86,active (others),4,3,3516
75f3,inactive (dorm),2,1,2640
b6d9,active (others),2,2,3587
79bc,active (others),1,1,517
f754,active (others),4,2,3558
16a2,active (others),2,1,3593
472e,active (others),1,1,2729
1dfa,active (others),1,1,3290
14fb,in-the-wild (others),7,4,3597
76ac,active (others),11,2,3478
a86e,inactive (dorm),1,1,2712
0d58,active (others),1,1,3567
bd34,inactive (dorm),1,1,3579
47dd,inactive (dorm),2,1,525
5eed,active (others),1,1,3597
e4cb,in-the-wild (others),1,1,458
8fb4,inactive (dorm),1,1,1499
1e9e,in-the-wild (others),1,1,10
54fd,active (others),5,3,3593
63f2,inactive (dorm),1,1,3550
761f,active (others),1,1,2071
46c9,active (others),2,2,3373
231f,inactive (dorm),1,1,361
864c,active (dorm),4,2,3293
5c7a,active (others),1,1,3266
0f47,active (others),3,3,1993
4044,inactive (dorm),1,1,1932
c12b,active (others),1,1,3496
0346,active (others),1,1,2959
1ce7,in-the-wild (others),2,2,176
4210,inactive (dorm),1,1,3522
77d0,active (others),1,1,3338
cb3c,active (others),1,1,2710
75ce,active (others),2,1,3460
8bbc,in-the-wild (others),2,1,1899
01dd,active (others),1,1,3589
eb3e,inactive (dorm),1,1,1733
9ff5,active (others),4,3,3448
8399,active (others),1,1,3394
110a,active (others),1,1,1322
ff23,active (others),1,1,3299
d7f8,active (others),1,1,3460
d21e,inactive (dorm),1,1,2580
6950,inactive (dorm),1,1,3379
1c34,active (others),3,3,3591
f155,active (others),2,2,2863
43f8,active (others),1,1,3540
dcb3,active (others),1,1,318
4593,active (others),1,1,3571
6f44,active (others),4,3,868
8270,in-the-wild (others),2,1,3073
d3a6,active (others),2,1,3512
e9e4,inactive (dorm),1,1,3571
6168,active (others),1,1,3514
ee74,active (dorm),6,3,2987
efe4,active (others),1,1,3055
eaea,active (others),4,4,3565
30dc,active (others),1,1,2995
91b0,in-the-wild (others),1,1,408
08fb,active (others),2,1,696
2985,active (others),1,1,3123
94f7,active (dorm),5,2,2848
0a4b,active (others),1,1,515
1e7d,active (others),2,1,3433
ad68,active (others),1,1,2622
5ad7,active (others),2,2,2396
81df,inactive (dorm),1,1,3575
c099,active (others),1,1,3228
e1f2,active (others),6,5,3597
4615,active (others),3,2,3468
9ea5,active (others),4,2,3530
ab64,inactive (dorm),1,1,3492
8a07,active (others),1,1,3552
6c5a,inactive (dorm),1,1,3563
b9ae,active (others),2,2,2586
32c4,inactive (dorm),1,1,3340
080e,active (others),1,1,2979
ef61,inactive (dorm),1,1,2214
fa69,inactive (dorm),1,1,3565
ba1f,inactive (dorm),1,1,2677
3aa1,active (others),1,1,977
ae5a,inactive (dorm),1,1,3534
f28e,active (others),8,1,3486
8874,active (others),1,1,3092
00a4,active (others),2,2,2349
0deb,active (others),1,1,1006
0267,active (others),8,8,2618
8608,active (others),5,5,3377
2bf7,inactive (dorm),1,1,3569
dcd9,active (others),1,1,2989
da1d,active (others),1,1,3355
25f8,active (others),6,2,1714
6ae7,active (others),1,1,3429
c86d,active (others),1,1,3581
2571,active (others),4,3,3096
a923,inactive (dorm),1,1,3180
a947,active (others),1,1,3573
8d33,active (dorm),6,3,1530
8f94,active (others),7,2,2303
5c23,active (others),1,1,2704
5bd9,active (others),1,1,3282
62ce,active (others),1,1,3597
deb1,active (others),2,2,1501
2d00,inactive (dorm),2,1,3176
4e30,in-the-wild (others),5,4,3484
6900,active (others),1,1,3423
a8aa,active (others),3,1,3530
9bbb,active (others),1,1,3589
109a,active (others),1,1,3222
48c8,active (others),1,1,2367
d0ef,active (others),1,1,3585
eee3,active (others),1,1,2092
bf98,active (others),6,5,3433
1f9a,active (others),7,2,3552
cae3,in-the-wild (others),1,1,864
7a1b,active (others),3,3,1942
211b,active (others),1,1,1581
06aa,in-the-wild (others),6,6,3538
0559,active (others),1,1,3587
2a85,active (others),8,6,3550
0926,active (others),1,1,3278
0c55,active (others),1,1,3336
22a3,active (others),4,4,1568
a258,in-the-wild (others),1,1,2665
3006,active (dorm),3,3,201
179a,active (dorm),3,3,3583
4136,active (dorm),7,4,3560
781e,inactive (dorm),1,1,2463
a38b,active (dorm),3,2,2299
a04d,active (others),1,1,94
b4ff,active (others),2,2,3593
225a,active (others),1,1,3036
31b4,active (others),2,1,2176
3332,inactive (dorm),1,1,1240
c656,active (others),1,1,1186
beca,inactive (dorm),1,1,3438
68a0,active (others),1,1,96
a8f6,active (others),1,1,3470
df35,active (others),1,1,3569
ded3,inactive (dorm),1,1,2560
9fd1,active (others),1,1,3494
4f2e,active (others),2,2,3104
492a,in-the-wild (others),5,5,3410
dd18,active (others),1,1,3552
f93c,active (others),1,1,3530
cfe1,active (others),1,1,3514
147f,in-the-wild (others),2,2,773
80cc,in-the-wild (others),3,2,3560
6051,inactive (dorm),1,1,3569
9d8e,active (others),1,1,3151
5faa,active (dorm),4,2,2861
cb7e,active (others),1,1,3587
574f,active (others),1,1,3575
f7d3,active (others),1,1,2967
97ca,active (others),3,1,2396
8100,active (others),1,1,3240
06ee,inactive (dorm),1,1,3062
e609,active (others),1,1,3470
7a8e,in-the-wild (others),2,1,3184
2616,active (others),1,1,3338
63f3,active (dorm),2,2,2895
4f3c,in-the-wild (others),9,8,3595
62ad,active (others),1,1,941
b0c8,in-the-wild (others),1,1,2127
dd0b,active (others),1,1,3534
cfa4,active (others),3,2,2129
5ed7,active (others),2,2,1398
b02b,active (others),1,1,2790
9767,active (others),1,1,3222
f3f4,active (others),2,2,3047
b12a,active (others),2,1,3593
3a15,active (others),2,2,3571
445c,active (others),1,1,3569
0eb0,active (others),1,1,3482
95db,active (others),1,1,3036
fc88,active (others),4,1,3589
47d3,active (others),1,1,193
cd3f,in-the-wild (others),3,3,3528
bc29,active (others),1,1,3577
e3b7,active (others),1,1,3174
62e6,inactive (dorm),1,1,3593
4889,in-the-wild (others),1,1,174
b973,in-the-wild (others),1,1,2289
f570,in-the-wild (others),1,1,55
792e,active (others),3,1,3508
bbab,inactive (dorm),1,1,3492
58c4,in-the-wild (others),1,1,3542
8769,active (others),1,1,3186
a8ee,active (others),11,1,3158
0c77,active (others),1,1,3560
bb45,inactive (dorm),1,1,12
d7bd,inactive (dorm),1,1,3538
1faa,active (others),6,2,3324
d76a,inactive (dorm),1,1,3077
53b6,active (others),4,4,3532
c897,active (dorm),7,6,3402
5401,active (others),1,1,3340
99e7,active (others),1,1,284
98fd,in-the-wild (others),3,3,3569
fdcc,inactive (dorm),1,1,3357
b943,active (others),1,1,2657
f79e,active (others),1,1,1790
6f81,active (others),1,1,2772
512d,in-the-wild (others),1,1,36
bb48,active (others),2,2,2873
d486,active (others),1,1,2831
942e,active (others),1,1,3420
a569,active (others),2,1,3536
dd85,active (others),1,1,3003
b8d5,active (others),2,2,3540
0f5d,active (others),1,1,2305
f7d1,active (others),4,2,3464
97ef,active (others),1,1,3492
0b76,active (others),1,1,3494
444f,inactive (dorm),1,1,1102
7e01,active (others),1,1,3151
72b0,active (others),2,1,2400
9e26,active (others),1,1,3581
cd07,active (others),1,1,3488
4195,active (others),2,2,868
ee60,active (others),1,1,3528
a327,active (others),1,1,2361
ba0d,active (others),3,3,1497
5bcf,active (others),2,2,3472
039d,active (others),1,1,3030
0d49,active (others),1,1,3234
11b2,active (others),2,2,2430
0139,inactive (dorm),1,1,3585
66e2,active (others),3,3,2784
e624,active (others),1,1,1006
3bf9,active (others),3,2,3591
29a3,in-the-wild (others),1,1,3425
0cfb,active (others),8,6,3585
7363,active (others),1,1,3567
9951,active (others),1,1,1733
c6c4,active (others),2,2,1378
8284,in-the-wild (others),1,1,55
476e,active (others),1,1,3573
d89b,in-the-wild (others),3,2,2923
20b3,active (others),2,1,2336
9345,active (others),1,1,3538
e868,active (others),1,1,3528
6e3c,active (others),2,2,3242
2863,in-the-wild (others),11,9,3332
904d,active (others),1,1,2570
30aa,active (others),2,1,1033
375b,active (others),1,1,3554
5948,active (dorm),5,4,2965
609b,active (others),5,1,3359
d825,inactive (dorm),1,1,96
0ba1,active (others),3,3,3573
86f3,in-the-wild (others),12,9,3571
3753,active (others),2,1,3526
80b3,active (others),4,1,710
5991,active (others),1,1,3546
cb96,inactive (dorm),1,1,1833
2730,inactive (dorm),1,1,3170
7422,in-the-wild (others),1,1,3226
8f9f,in-the-wild (others),3,2,3593
94cd,inactive (dorm),1,1,3348
c3a3,active (others),1,1,3153
4f93,active (others),1,1,3379
8131,in-the-wild (others),3,2,3186
77a4,active (others),1,1,3585
f52e,active (dorm),7,3,3540
659b,active (others),1,1,3307
b8b7,active (others),1,1,3001
9649,inactive (dorm),1,1,3264
d7e5,active (others),3,3,3593
14ba,active (others),1,1,3344
fb64,active (others),2,2,2963
b484,active (others),1,1,3571
2b57,inactive (dorm),1,1,3429
3d72,active (others),2,2,1453
8685,in-the-wild (others),8,2,2457
6dde,inactive (dorm),1,1,3114
86aa,active (dorm),6,2,3558
9a55,active (others),1,1,2404
4c55,active (others),3,2,1459
a6a0,inactive (dorm),1,1,3005
261a,inactive (dorm),1,1,3544
8641,inactive (dorm),1,1,3274
13d0,active (others),1,1,3554
46cb,active (others),1,1,3406
5c70,active (others),1,1,3423
1d78,active (others),1,1,669
afdd,active (others),1,1,1373
6517,active (others),2,2,3583
d49f,active (others),1,1,2291
40e2,active (others),1,1,3371
6a4a,inactive (dorm),1,1,1936
ef9c,active (others),1,1,286
f52f,in-the-wild (others),1,1,3593
3c9f,active (others),1,1,3546
0273,in-the-wild (others),1,1,3320
ebdd,active (others),1,1,2981
511c,inactive (dorm),1,1,2420
3da3,active (others),1,1,3276
d701,active (others),1,1,3452
9a4e,active (others),5,5,3579
84d9,active (others),1,1,3352
bd50,active (others),1,1,1490
b7e1,inactive (dorm),1,1,3597
4eba,in-the-wild (others),1,1,1003
bcd2,inactive (dorm),1,1,2974
5db1,inactive (dorm),1,1,1228
759e,active (others),15,11,2251
8e86,active (others),1,1,3212
9955,active (others),1,1,3379
1f7d,active (others),1,1,1573
94c5,in-the-wild (others),5,5,3573
441a,inactive (dorm),1,1,3591
d12c,active (others),1,1,3400
2ec7,inactive (dorm),1,1,3440
76a9,inactive (dorm),1,1,3073
9d6f,inactive (dorm),1,1,3151
566f,active (others),1,1,3377
3bf6,inactive (dorm),1,1,3440
c1ca,inactive (dorm),1,1,3546
49f3,active (others),1,1,3565
a8ea,in-the-wild (others),1,1,3123
3fb1,active (others),1,1,813
30ec,inactive (dorm),1,1,3556
4873,active (others),1,1,3538
8c5f,in-the-wild (others),3,1,3556
1dec,active (others),8,6,1841
1920,active (others),1,1,939
470d,inactive (dorm),1,1,3365
05ca,active (others),5,3,3571
5db3,active (others),2,2,3460
52bf,active (others),1,1,3470
3108,inactive (dorm),1,1,3583
7d7c,active (others),1,1,3593
739c,in-the-wild (others),6,6,2178
f2bb,active (others),1,1,3010
02b7,inactive (dorm),1,1,3214
7350,active (others),1,1,3579
9dfc,inactive (dorm),1,1,3579
8481,active (others),1,1,2314
381c,active (others),1,1,3367
1cd0,active (dorm),8,5,1874
fd1d,in-the-wild (others),1,1,3129
0fe3,active (others),4,3,3593
7a62,active (others),1,1,3242
da23,active (others),4,4,1151
e92c,in-the-wild (others),5,5,3492
e992,inactive (dorm),1,1,3084
f5d4,active (others),1,1,3414
2a79,inactive (dorm),1,1,1297
1d8b,inactive (dorm),1,1,3427
6013,active (others),1,1,1354
c855,active (others),5,3,3538
4a89,active (others),1,1,3098
009e,active (others),3,2,2373
fbee,in-the-wild (others),2,2,3595
2162,in-the-wild (others),3,2,3573
56ae,active (others),1,1,3567
b61e,inactive (dorm),1,1,3560
b3f5,active (dorm),7,6,3567
fd0c,active (others),6,2,1661
6528,inactive (dorm),1,1,3563
b874,in-the-wild (others),1,1,3593
0b35,active (others),1,1,3377
7a36,active (others),1,1,3593
51de,active (others),2,1,3208
d6e1,in-the-wild (others),1,1,2129
dc9c,active (others),9,8,3591
82ce,active (others),1,1,1269
caca,active (others),2,2,870
73ac,active (dorm),6,3,3597
1bf1,active (dorm),4,2,2381
cb87,active (others),1,1,1724
85da,active (others),1,1,2459
1407,active (others),5,5,3427
cf38,active (others),1,1,1764
0325,active (others),1,1,909
fc74,active (others),6,6,3591
7189,active (others),1,1,3500
b802,inactive (dorm),1,1,2983
66a7,in-the-wild (others),3,3,3189
2830,in-the-wild (others),1,1,3248
3041,active (others),1,1,3532
34d6,active (others),5,4,3492
916a,active (others),9,1,3484
7585,active (others),5,5,2016
298f,active (dorm),3,2,3585
cbfd,inactive (dorm),1,1,278
5401,active (others),6,6,2012
11e5,active (others),1,1,3420
e96a,active (others),1,1,3228
d9d7,active (others),1,1,347
236a,in-the-wild (others),3,3,3548
a39e,active (others),5,4,3200
a0ae,inactive (dorm),1,1,3379
7c56,active (others),2,2,3212
0854,inactive (dorm),1,1,3410
15b1,active (dorm),5,4,3357
0bff,in-the-wild (others),8,7,2796
20ef,in-the-wild (others),4,3,3429
a7d2,active (others),1,1,2885
1b89,active (others),1,1,3538
3a5a,active (others),1,1,3573
b619,active (others),1,1,3591
73fb,active (others),1,1,3585
4fef,active (others),3,3,2338
65e8,active (dorm),5,3,3480
d87e,active (others),5,3,1758
4a7e,inactive (dorm),1,1,3518
59bc,active (others),9,8,3554
9e20,in-the-wild (others),1,1,1562
39f3,active (dorm),6,5,2525
79b4,active (others),1,1,2515
aba2,inactive (dorm),1,1,3440
d4f9,active (others),1,1,3410
336d,active (others),8,7,3589
25ea,inactive (dorm),1,1,3389
5194,active (others),2,2,737
f3aa,active (others),1,1,3153
937a,active (others),1,1,3220
d216,active (others),2,2,1369
cf4f,in-the-wild (others),5,3,3458
c09e,active (others),3,2,1508
e297,active (others),1,1,1639
649d,active (others),1,1,3585
9efe,inactive (dorm),1,1,3145
4a1f,in-the-wild (dorm),5,4,3423
e3f0,active (others),1,1,651
0df1,active (dorm),3,2,3440
3096,active (others),1,1,3055
701a,in-the-wild (others),1,1,3510
316a,active (others),2,2,920
ff45,active (others),1,1,3442
ee07,active (others),9,6,3030
37a1,in-the-wild (others),2,2,3589
06cd,active (others),1,1,3309
4ba2,in-the-wild (others),8,5,3373
6547,inactive (dorm),1,1,3307
2963,inactive (dorm),1,1,3290
1f19,in-the-wild (dorm),5,5,3593
0398,active (others),5,5,3569
9455,in-the-wild (others),3,3,3593
30d0,inactive (dorm),1,1,3326
ae85,active (others),1,1,3502
e50a,active (others),1,1,777
f0c6,inactive (dorm),1,1,2002
48b1,active (others),1,1,3520
a7e2,in-the-wild (others),1,1,1195
4358,active (others),1,1,3532
99d5,active (others),1,1,2780
08ad,in-the-wild (others),1,1,3367
5506,active (others),6,4,3326
9391,active (others),1,1,3508
8efc,active (others),1,1,3554
adad,in-the-wild (others),1,1,286
a1bf,active (others),2,2,2865
7186,in-the-wild (others),3,3,3567
e8b6,in-the-wild (others),2,1,1829
c9f6,active (others),1,1,3168
3adf,active (others),1,1,2706
eb02,in-the-wild (others),1,1,105
e082,in-the-wild (others),9,7,3498
6549,active (others),1,1,1613
43b9,in-the-wild (others),1,1,1439
110f,active (others),1,1,3583
92d3,active (others),1,1,3133
a428,active (others),4,3,2965
31ad,active (others),1,1,3075
1817,active (others),1,1,187
3739,active (others),1,1,43
68bf,active (dorm),3,3,3166
1768,active (others),1,1,3532
f288,active (others),1,1,613
2856,active (others),1,1,3550
cd96,active (others),1,1,3055
006b,active (others),1,1,3361
a6a2,active (others),1,1,907
fe20,inactive (dorm),1,1,3480
0b02,inactive (dorm),1,1,2047
fba7,in-the-wild (others),5,4,3346
a6a0,in-the-wild (others),5,4,3581
0feb,inactive (dorm),1,1,3484
1236,active (others),2,2,3488
53aa,in-the-wild (others),1,1,3460
32ad,inactive (dorm),1,1,34
78d5,active (others),1,1,72
e77b,active (others),3,3,2675
356e,in-the-wild (others),5,5,3591
2d50,active (others),1,1,3575
e9f1,active (others),1,1,3001
089f,active (others),1,1,3565
1a73,active (others),1,1,1558
5964,active (others),1,1,1643
7b0f,active (others),2,2,3536
8869,active (others),1,1,2112
453f,active (others),1,1,1215
7722,active (others),1,1,3208
3fa8,active (others),3,2,3593
9c5b,in-the-wild (others),7,7,3427
d001,in-the-wild (others),1,1,3018
3e78,active (others),2,2,2877
7d65,active (others),1,1,548
8a69,active (others),1,1,2392
c679,inactive (dorm),1,1,1378
4332,in-the-wild (dorm),2,2,3587
b59f,inactive (dorm),1,1,3057
2d7d,active (others),1,1,3456
c049,active (others),5,1,3522
68aa,active (others),9,7,2841
0ab1,active (others),1,1,3404
c04b,active (others),1,1,3536
f656,active (others),1,1,3514
6b51,inactive (dorm),1,1,2465
078c,in-the-wild (others),7,6,2632
f1db,in-the-wild (others),4,4,2580
f4f2,active (others),2,1,3595
479e,active (others),2,2,3546
3280,active (others),5,4,3526
ad58,active (others),1,1,3532
465c,active (others),2,2,2694
b424,active (others),2,2,470
7316,in-the-wild (others),1,1,2696
605d,active (others),1,1,3597
da22,inactive (dorm),1,1,3090
be09,active (others),1,1,1371
ed33,active (others),1,1,2455
5f43,active (others),1,1,236
112e,active (others),5,4,3593
6986,inactive (dorm),1,1,3230
c9fb,active (others),1,1,3044
a3bc,inactive (dorm),1,1,2976
719f,active (others),4,4,3260
810e,active (others),1,1,3595
cdd2,active (others),1,1,3036
df7f,active (others),1,1,622
812e,inactive (dorm),4,1,3438
2ccd,active (others),1,1,51
4256,active (others),1,1,2069
73fe,inactive (dorm),1,1,2196
3c58,active (others),1,1,3392
8297,active (others),5,5,1720
4af6,inactive (dorm),1,1,3338
8e35,active (others),1,1,1802
0375,in-the-wild (others),12,7,3538
69f4,active (others),1,1,965
b96d,active (others),1,1,3012
f697,active (others),6,6,2434
b6c8,active (dorm),4,3,3577
15b6,active (others),2,1,3538
c7a3,in-the-wild (others),4,2,3383
167f,active (others),1,1,3191
93cb,inactive (dorm),1,1,3324
b947,inactive (dorm),1,1,3431
99cf,active (others),1,1,2527
b3d3,in-the-wild (others),1,1,2727
2862,active (others),1,1,3504
6505,active (others),1,1,2976
d0af,in-the-wild (others),6,4,3303
406b,active (others),1,1,3314
2516,active (others),1,1,1010
c404,active (others),4,4,3585
8172,inactive (dorm),1,1,2533
c92c,active (others),1,1,2229
c915,active (others),2,1,2965
f5db,active (others),1,1,345
b662,inactive (dorm),1,1,3440
c6d3,active (others),6,5,3587
090c,active (others),1,1,3156
7ddc,active (others),4,2,3346
01c8,in-the-wild (others),7,5,3569
f45f,inactive (dorm),1,1,347
a815,active (others),1,1,3418
bcad,active (others),1,1,3381
f0c1,in-the-wild (others),1,1,1607
256d,inactive (dorm),1,1,2995
2082,active (others),1,1,3595
2070,active (others),6,4,3044
19fd,active (others),1,1,3563
6b8e,inactive (dorm),1,1,3082
695a,inactive (dorm),1,1,2463
55c5,active (others),1,1,3569
1c60,active (others),2,2,3587
f92a,in-the-wild (others),3,3,3585
92e9,inactive (dorm),1,1,3193
bbbd,active (others),3,1,3593
1e40,active (others),1,1,2915
60da,active (others),4,1,2158
e598,active (others),1,1,3414
5fde,in-the-wild (others),5,4,2719
2234,active (dorm),2,2,3381
ce84,inactive (dorm),1,1,2381
4246,active (others),8,6,2648
6ae3,active (others),2,1,3565
9c65,inactive (dorm),1,1,3496
8782,inactive (dorm),1,1,2655
c7e0,inactive (dorm),1,1,3518
37ce,inactive (dorm),1,1,2443
45e7,active (others),1,1,3442
76b5,active (others),1,1,3532
93e3,inactive (dorm),1,1,3567
000d,active (others),1,1,1396
f097,active (others),6,5,3508
23dc,active (others),1,1,3563
173c,active (others),1,1,3036
a78f,inactive (dorm),1,1,2694
3712,inactive (dorm),1,1,3361
46f1,active (others),1,1,3320
f3d3,active (others),1,1,316
eb72,inactive (dorm),1,1,3577
ce0c,active (others),1,1,3344
a22c,active (others),1,1,3589
6a58,inactive (dorm),1,1,3104
9d69,active (others),4,3,290
62f9,active (others),1,1,963
df7c,in-the-wild (others),1,1,1753
15e6,active (others),1,1,3073
0b5c,active (others),4,2,3593
3b54,active (dorm),3,3,581
c5e1,inactive (dorm),1,1,3560
f913,active (others),4,3,3500
2ae1,inactive (dorm),1,1,2873
8a1f,inactive (dorm),1,1,3318
f93f,active (others),1,1,2798
75ee,inactive (dorm),1,1,3338
e9da,active (others),1,1,3593
cf35,active (others),1,1,3367
ff5f,in-the-wild (others),1,1,3440
2cae,inactive (dorm),1,1,3266
c98c,active (others),3,3,3573
f6f3,active (others),1,1,470
a252,in-the-wild (others),1,1,3571
b5dc,in-the-wild (others),1,1,1745
2a7d,active (others),1,1,1044
5f33,active (others),1,1,3579
b4a1,inactive (dorm),1,1,1119
3cf3,active (others),1,1,2715
c0a7,in-the-wild (others),1,1,2733
903c,active (others),2,2,3565
fca4,active (others),1,1,1649
a3a5,active (others),1,1,38
ba43,active (others),3,3,1839
df28,active (others),1,1,3526
d55e,in-the-wild (others),1,1,3595
46d3,in-the-wild (others),1,1,2523
fac7,active (others),1,1,3191
5343,inactive (dorm),1,1,12
40af,active (others),1,1,3186
809e,inactive (dorm),1,1,3567
8b04,active (others),1,1,3256
014a,active (others),1,1,3278
7706,active (others),1,1,3280
9ccb,inactive (dorm),1,1,2075
fa71,in-the-wild (others),1,1,3542
bd22,active (others),1,1,2901
f550,in-the-wild (others),1,1,14
236b,active (others),5,3,3540
d810,active (others),1,1,1478
9dc4,active (others),3,2,2479
e8dd,active (others),1,1,3516
401f,inactive (dorm),1,1,2919
2371,in-the-wild (others),6,6,3579
3e7e,active (dorm),9,4,3423
461b,in-the-wild (others),3,3,3367
bab6,active (others),1,1,3567
7b6d,active (others),1,1,2379
f8d7,in-the-wild (others),8,7,3532
64d0,inactive (dorm),1,1,3579
df65,active (others),1,1,829
0f36,in-the-wild (others),1,1,2788
586f,active (others),3,2,945
bc54,inactive (dorm),1,1,3334
006d,inactive (dorm),1,1,282
ea6d,active (others),1,1,484
c3cb,active (others),1,1,3320
6b45,inactive (dorm),1,1,1273
c90e,active (others),1,1,3147
9b03,active (others),2,2,3552
a3aa,in-the-wild (others),1,1,3552
ce39,active (others),1,1,3560
2593,active (others),2,2,3524
a5c8,active (others),1,1,2663
0187,active (others),1,1,3563
d612,inactive (dorm),1,1,34
6ce2,active (others),1,1,419
ff15,in-the-wild (others),1,1,3055
8cfa,in-the-wild (others),1,1,615
bff6,inactive (dorm),1,1,1148
bdbd,active (others),1,1,433
a798,active (others),1,1,3510
568e,active (others),1,1,3593
a336,in-the-wild (others),1,1,2531
1343,inactive (dorm),1,1,1621
074e,active (others),1,1,2305
56f8,active (others),1,1,205
6b28,active (dorm),2,2,3460
190d,inactive (dorm),1,1,3149
9d4a,inactive (dorm),1,1,3563
3145,inactive (dorm),1,1,2527
f466,active (others),2,2,3518
203d,inactive (dorm),1,1,282
a2a7,active (others),1,1,702
c334,inactive (dorm),1,1,3400
f46e,active (others),4,4,3053
8d20,active (others),1,1,1884
c50b,active (others),5,5,1330
cbad,active (others),1,1,1119
e891,active (others),1,1,3149
29f6,inactive (dorm),1,1,3542
