clientMac,group,transition,uniquePlaces,totalTime
46db,active (others),4,3,3550
287b,in-the-wild (others),1,1,1326
fe29,active (others),1,1,3518
f719,active (others),1,1,988
4d98,inactive (dorm),1,1,3595
095e,active (others),1,1,3369
10da,active (others),2,2,1926
c80d,inactive (dorm),1,1,3268
1a09,inactive (dorm),1,1,3416
cb2a,inactive (dorm),1,1,3595
1201,in-the-wild (others),10,7,3579
2dfb,in-the-wild (others),1,1,813
6985,in-the-wild (others),4,4,355
6ffc,active (others),2,1,3464
66b9,active (others),2,2,458
eb16,inactive (dorm),1,1,3587
dacd,inactive (dorm),1,1,3468
ab2c,inactive (dorm),1,1,3534
78db,in-the-wild (others),1,1,2086
98d4,active (others),1,1,3454
fee5,active (others),1,1,1197
3f49,active (others),4,4,3593
6415,active (others),1,1,1070
8557,active (others),1,1,2999
08c9,active (others),1,1,3540
1634,active (others),1,1,3435
2bdd,active (others),1,1,3538
2e4f,inactive (dorm),1,1,1476
ba2f,active (others),1,1,1745
cb38,active (others),1,1,2447
9a4e,active (others),1,1,3406
b1c1,in-the-wild (others),4,2,3532
7b58,active (others),1,1,3534
e2ca,active (others),1,1,3044
8bfe,inactive (dorm),1,1,3585
b4bc,active (others),1,1,2704
c422,inactive (dorm),1,1,3156
1210,active (others),4,4,3587
cdba,inactive (dorm),3,1,3589
51e7,active (others),1,1,3051
0109,active (others),1,1,3591
f92d,active (others),3,3,3423
b47e,active (others),1,1,2919
7820,active (others),4,3,3589
5b41,active (others),1,1,149
3b24,active (others),1,1,3423
f120,inactive (dorm),1,1,3334
2662,active (others),1,1,3583
9e7f,in-the-wild (others),8,8,3288
d9db,active (others),2,1,488
453a,active (others),1,1,2959
aca6,active (others),4,3,2537
0acb,in-the-wild (others),1,1,3118
ae2f,active (others),1,1,2696
7bce,active (others),1,1,3522
370d,active (others),1,1,2885
832f,in-the-wild (others),10,6,3450
e42a,active (others),1,1,3389
cce2,active (others),4,3,2100
d39c,in-the-wild (others),8,7,3536
36ec,active (others),1,1,2104
bb43,active (others),4,2,1728
35d3,inactive (dorm),1,1,3220
7fda,active (others),1,1,3552
8ffe,inactive (dorm),1,1,2909
12a0,active (others),1,1,3500
c10e,inactive (dorm),1,1,367
ee82,active (others),1,1,3496
979c,active (others),1,1,3550
2263,in-the-wild (others),4,1,2544
a854,in-the-wild (others),1,1,3476
bfaa,active (others),12,1,3591
31bd,active (others),4,4,3478
04fe,in-the-wild (others),1,1,3324
5da2,active (others),2,1,3597
b302,active (others),1,1,3512
fb84,active (others),1,1,3502
7fcf,in-the-wild (others),5,4,2950
3502,inactive (dorm),1,1,2570
79d5,inactive (dorm),1,1,1548
37e5,active (others),3,1,3295
c5fb,active (others),1,1,3355
d55d,inactive (dorm),1,1,3398
bc76,active (others),3,2,3585
e0a8,in-the-wild (others),2,2,2965
651e,inactive (dorm),1,1,1911
faca,active (others),1,1,3563
59ae,active (others),1,1,3400
9b21,active (others),1,1,1815
c7ce,in-the-wild (others),2,2,3162
0194,inactive (dorm),1,1,3276
7808,active (others),1,1,1554
9bd3,in-the-wild (others),8,6,2628
6560,active (others),1,1,2079
4921,inactive (dorm),1,1,3383
53fd,active (others),3,2,3597
fcee,active (others),1,1,371
8244,active (others),1,1,3448
df8d,active (others),1,1,3268
8956,active (others),6,4,3141
537c,in-the-wild (dorm),26,16,3554
69b1,active (others),1,1,3575
f55a,inactive (dorm),1,1,3340
e3ef,active (others),1,1,3591
a06c,active (others),1,1,1870
6b33,active (others),1,1,3532
3ea9,active (others),1,1,3530
9056,active (others),1,1,3472
5d96,in-the-wild (others),1,1,2445
8b89,inactive (dorm),1,1,904
d884,in-the-wild (others),10,4,3591
1e35,active (others),1,1,1512
5db5,active (others),2,1,3492
f7df,active (dorm),5,2,2457
b48b,active (others),10,7,3530
9af2,active (others),6,3,3591
ce3e,active (others),3,3,2786
9435,active (others),1,1,3538
0e02,active (others),1,1,3001
9815,active (others),3,1,1831
c8d7,active (others),1,1,3022
2e8f,active (others),3,2,3524
21e5,active (dorm),2,2,3067
a38f,active (others),1,1,3526
0bc6,active (others),5,3,3571
f25a,active (others),1,1,3548
0868,active (others),1,1,2865
8b34,active (others),1,1,3518
fd39,active (others),1,1,2932
862c,active (others),1,1,3427
0f83,active (others),2,1,3520
8e66,in-the-wild (others),4,1,3438
85f2,in-the-wild (others),2,2,3034
a43d,active (others),1,1,3522
acbb,in-the-wild (others),4,3,3186
d9e4,in-the-wild (others),6,6,3502
4045,active (others),1,1,3536
2eae,active (dorm),9,3,2000
4ca2,inactive (dorm),1,1,2576
5e1f,active (others),2,2,2835
cefd,in-the-wild (others),1,1,1577
d0eb,active (others),1,1,3546
9238,active (others),1,1,3406
66f5,active (others),2,2,3546
fef0,active (others),1,1,3585
9a9f,active (others),6,1,3546
4a32,inactive (dorm),3,1,1911
9239,in-the-wild (others),2,2,1384
0c87,active (others),1,1,3135
8594,active (others),2,2,3286
8b52,active (others),1,1,2340
cc9c,active (others),1,1,1552
9823,active (others),3,3,1685
5223,inactive (dorm),1,1,3522
1625,active (others),1,1,3522
79b2,inactive (dorm),1,1,3440
e390,active (others),1,1,2923
40c5,in-the-wild (others),1,1,3575
8a9e,in-the-wild (others),8,7,3286
ca3e,active (others),2,2,3262
2f4e,active (others),1,1,3585
a975,inactive (dorm),1,1,168
c74a,active (others),2,1,3552
89f1,active (others),1,1,3069
2cfa,active (others),1,1,3496
940b,active (others),1,1,2821
3829,active (others),1,1,3538
b636,active (others),1,1,1940
cdbd,active (others),1,1,2336
be03,inactive (dorm),1,1,3375
0ce4,active (others),1,1,3268
1c0c,active (others),1,1,3408
7eec,active (others),3,3,642
51a3,active (others),3,2,3534
86c1,active (others),1,1,548
571f,inactive (dorm),1,1,2829
2b1c,inactive (dorm),1,1,2651
77c0,active (others),1,1,3496
9040,active (others),2,2,550
eabf,in-the-wild (others),1,1,440
b102,active (others),1,1,3544
233c,active (others),1,1,3478
b685,active (others),3,3,2606
8280,active (others),1,1,3550
776b,in-the-wild (others),2,1,1449
5a9f,active (others),2,2,3149
ff2d,inactive (dorm),1,1,1119
e582,active (others),3,2,2756
2460,active (others),1,1,3512
f4df,active (others),3,1,3371
0791,active (others),2,1,2698
a974,active (others),1,1,3536
0eff,active (dorm),4,3,3546
824b,active (others),1,1,3442
5392,inactive (dorm),1,1,2731
5506,active (dorm),5,3,3423
781d,active (others),1,1,2854
902b,in-the-wild (others),1,1,2253
cd01,inactive (dorm),2,1,3536
e7b3,active (others),5,5,1899
c299,active (others),1,1,3556
5f4d,active (others),8,5,3191
eefe,active (others),1,1,3563
ad59,active (others),1,1,3556
1163,active (others),2,2,609
1903,in-the-wild (others),3,3,3494
508c,active (others),1,1,1936
78d9,active (others),1,1,2515
5099,in-the-wild (others),1,1,1922
b1d1,active (others),1,1,86
88bd,inactive (dorm),1,1,3404
1409,in-the-wild (others),3,2,3587
adfa,active (others),4,1,3571
3f33,inactive (dorm),2,1,3476
b751,active (others),1,1,2465
e981,active (others),1,1,3248
af83,in-the-wild (others),1,1,1655
3d5a,in-the-wild (others),1,1,3218
0797,active (others),7,5,3526
093e,inactive (dorm),1,1,2320
8c7d,in-the-wild (others),3,3,877
00a4,active (others),1,1,3127
7406,active (others),1,1,3067
6876,inactive (dorm),2,1,3338
805e,active (others),1,1,3290
4529,active (others),11,9,3516
3069,active (others),1,1,840
5a45,active (others),4,2,3593
82fd,active (others),1,1,3162
cbca,inactive (dorm),1,1,3573
289f,in-the-wild (others),2,2,3355
0d64,active (others),1,1,3546
f566,active (others),1,1,3516
0d58,active (others),1,1,3589
7a96,inactive (dorm),1,1,3593
e091,active (others),4,4,3585
d429,active (others),3,2,3398
89c7,in-the-wild (others),1,1,57
7f5b,active (others),3,2,3595
5c76,active (others),6,5,3425
943e,inactive (dorm),1,1,3540
68e6,active (others),1,1,3266
36a3,active (others),1,1,3579
8e7e,active (others),1,1,1815
b92c,inactive (dorm),1,1,3484
8cdd,active (others),2,2,993
bede,active (others),2,1,3480
177a,in-the-wild (others),2,2,2609
fe37,active (others),1,1,3375
ad78,active (others),1,1,3536
a661,inactive (dorm),1,1,597
4ddf,active (others),1,1,2646
3ba1,active (others),1,1,1350
1f60,active (dorm),3,2,1201
2deb,active (others),1,1,1423
efef,active (others),1,1,3593
b9ef,active (others),9,7,3392
4082,inactive (dorm),1,1,3558
3f7a,active (others),1,1,2381
ddbf,inactive (dorm),1,1,3182
00c3,inactive (dorm),1,1,3246
2038,in-the-wild (others),1,1,3468
9865,active (others),4,4,3595
433c,in-the-wild (dorm),2,2,3585
e80f,inactive (dorm),1,1,2259
1a2e,active (others),1,1,3416
e735,active (others),1,1,3168
1957,active (others),1,1,3591
b9ce,active (others),1,1,3322
0562,in-the-wild (others),3,3,1447
7014,active (others),1,1,3496
98f6,active (others),2,2,3379
645c,active (others),1,1,3005
1312,active (others),7,6,2877
44cd,active (others),1,1,887
4549,in-the-wild (others),8,5,3554
e16d,active (others),2,1,1423
2ff4,active (others),6,6,3476
1a92,inactive (dorm),1,1,2923
d6da,active (others),1,1,3534
3c31,inactive (dorm),1,1,3595
b7b1,active (others),1,1,2802
81b6,active (others),1,1,3575
b2f9,inactive (dorm),1,1,3575
66f0,active (dorm),6,2,3585
5de3,in-the-wild (others),1,1,1400
d813,active (others),1,1,1504
a52f,active (others),1,1,3350
fb54,inactive (dorm),1,1,2930
8bcd,active (others),1,1,1186
c01e,active (others),1,1,3550
4fca,active (others),1,1,3569
1db6,active (others),1,1,3218
b11c,active (others),1,1,1250
11f4,active (others),1,1,3340
71f5,active (others),1,1,1163
75a7,in-the-wild (others),1,1,1772
100d,inactive (dorm),1,1,3470
de74,inactive (dorm),1,1,2959
2905,inactive (dorm),1,1,3512
1363,in-the-wild (others),1,1,57
7cdf,in-the-wild (others),1,1,59
397e,inactive (dorm),1,1,3314
bb43,inactive (dorm),1,1,3567
ca3b,inactive (dorm),1,1,3496
63c1,inactive (dorm),1,1,2640
fc90,inactive (dorm),1,1,3581
3dd7,active (others),1,1,3597
2fae,active (others),1,1,3571
f43b,inactive (dorm),1,1,3114
2530,in-the-wild (others),11,5,3595
86c5,active (others),1,1,296
5d61,inactive (dorm),1,1,3563
80a8,active (others),1,1,1716
1a00,in-the-wild (others),13,12,3506
ccf3,active (others),1,1,1681
6860,active (others),1,1,3280
633c,active (dorm),6,4,3585
fb9e,in-the-wild (dorm),6,6,3544
2382,active (others),1,1,3540
17dc,active (others),1,1,3416
fc77,active (others),1,1,2451
c597,active (others),1,1,3593
f0b8,inactive (dorm),1,1,3228
6559,in-the-wild (others),2,2,3456
cf9c,in-the-wild (others),5,5,3363
40c7,active (others),3,2,3314
c883,active (others),1,1,3470
40c8,active (others),2,2,1595
3427,active (others),1,1,3512
6fe9,inactive (dorm),1,1,3361
2c93,active (others),1,1,3383
574c,inactive (dorm),1,1,3569
8a0d,active (others),1,1,3585
dc11,active (others),1,1,3587
9406,active (others),4,2,3488
8658,active (others),1,1,139
bb1a,active (others),1,1,3524
aecd,active (others),1,1,3003
fa12,inactive (dorm),1,1,3560
3d22,active (others),7,7,3544
4024,active (others),1,1,495
46b1,active (others),1,1,3084
c229,active (others),1,1,3268
3696,in-the-wild (others),4,3,3264
27e9,active (dorm),4,2,3579
be00,inactive (dorm),1,1,3573
df5f,active (others),1,1,3494
7096,inactive (dorm),1,1,3433
2e00,inactive (dorm),1,1,3293
dc77,inactive (dorm),1,1,1897
67cf,inactive (dorm),1,1,3340
8bf4,in-the-wild (others),1,1,154
841b,active (others),7,7,2993
0ed8,active (others),1,1,3583
31d0,active (others),3,2,3585
8d72,active (others),1,1,2665
7d4f,active (others),1,1,1522
f00a,active (others),7,7,3484
31ff,in-the-wild (others),1,1,2675
3536,inactive (dorm),3,1,579
6aba,inactive (dorm),1,1,3464
86fe,active (others),1,1,3504
2ef8,inactive (dorm),1,1,3127
22ad,active (others),1,1,3468
4da0,inactive (dorm),1,1,3458
5fe4,active (others),1,1,3530
f0dd,active (others),1,1,3552
1596,inactive (dorm),1,1,3112
4dcd,inactive (dorm),1,1,1201
e60a,active (others),1,1,3552
e8a4,active (others),3,3,3550
eade,active (others),1,1,911
9fd6,inactive (dorm),1,1,3049
9d1a,active (others),1,1,913
4e3e,inactive (dorm),1,1,3344
5022,active (others),1,1,2636
b8bc,inactive (dorm),1,1,3593
d7d5,active (others),2,2,3595
08d2,inactive (dorm),1,1,570
3f93,active (others),1,1,3542
2f27,active (dorm),3,2,3573
285a,in-the-wild (others),13,5,3540
7f4d,active (others),4,3,3589
48dc,active (others),1,1,3472
44bb,inactive (dorm),1,1,133
2852,active (others),2,2,1277
5608,inactive (dorm),1,1,3534
f39e,active (others),3,1,3593
4b64,active (others),1,1,30
8cd8,active (others),4,3,1884
c069,active (others),1,1,3195
143b,active (others),1,1,3526
4a2b,inactive (dorm),1,1,3062
8036,active (others),1,1,2178
42e3,active (others),1,1,326
0718,active (others),1,1,2899
0267,active (others),1,1,3456
c245,active (others),1,1,3276
f9be,active (others),1,1,3548
2d41,active (others),4,3,2361
950b,active (others),1,1,3268
b0dd,active (others),1,1,3307
941e,inactive (dorm),1,1,3571
983e,inactive (dorm),1,1,3464
79bc,active (others),1,1,3522
6727,in-the-wild (others),4,2,3595
f2a0,active (others),1,1,3595
7b2d,active (others),4,3,3476
dd6e,active (others),1,1,3156
0e0c,active (others),1,1,3496
1334,active (others),1,1,3565
cf74,active (others),1,1,1995
4d63,active (others),1,1,2519
c972,active (others),2,1,2184
4ff3,active (others),1,1,2790
f7a0,active (others),1,1,2303
7700,inactive (dorm),1,1,3552
1669,in-the-wild (others),2,2,1201
f18c,inactive (dorm),1,1,3534
9c4a,inactive (dorm),1,1,3502
026b,active (others),8,6,3429
56af,active (others),4,4,2285
bb2e,active (others),1,1,3100
bc84,active (others),1,1,3295
a22e,inactive (dorm),1,1,3040
86fb,active (others),2,2,3575
cd2d,active (others),1,1,2837
8c6a,in-the-wild (others),1,1,636
8bb2,in-the-wild (others),10,4,3494
80bb,active (others),2,2,2772
959e,inactive (dorm),1,1,3329
1c1b,active (others),1,1,49
3c73,inactive (dorm),1,1,3528
f20d,in-the-wild (others),2,2,550
7ae7,active (others),3,3,3552
0c42,active (others),1,1,3542
502e,inactive (dorm),1,1,3226
ccc8,active (others),2,1,2453
2ec4,active (others),2,2,3412
c03b,active (others),3,2,3552
6128,inactive (dorm),1,1,3423
fb0d,inactive (dorm),1,1,3504
0159,active (others),1,1,3575
53a3,active (others),1,1,3550
1a10,active (others),1,1,3425
71d4,active (others),1,1,1074
4f12,active (others),1,1,49
f80a,in-the-wild (others),20,6,3595
3eff,inactive (dorm),1,1,2763
0151,active (others),2,2,862
8cbc,active (others),2,2,2568
69d2,active (others),1,1,3448
24f3,active (others),3,1,1169
0e31,inactive (dorm),1,1,3571
0618,active (others),9,6,3554
fc0c,active (dorm),2,2,597
bb44,inactive (dorm),1,1,3342
383d,in-the-wild (others),5,5,3595
cb4b,in-the-wild (others),1,1,3114
e6c2,active (others),2,1,2186
1100,inactive (dorm),1,1,3416
317e,active (others),1,1,399
b717,active (others),1,1,1332
920c,in-the-wild (others),3,3,3060
173d,active (others),1,1,2887
cfd4,in-the-wild (others),2,2,3544
7c4f,active (others),1,1,2725
0199,in-the-wild (others),1,1,3520
c7c9,active (others),1,1,3595
37e2,active (others),1,1,3583
729b,active (others),2,1,3498
fe1d,active (others),2,2,1219
e911,active (others),4,2,2028
3fe9,active (others),1,1,3571
2257,active (others),2,1,2897
3455,active (others),1,1,581
be64,active (others),1,1,3498
aeff,inactive (dorm),1,1,3387
a72a,active (others),1,1,3044
84c7,inactive (dorm),1,1,2044
b99d,inactive (dorm),6,1,3369
a32b,active (others),1,1,3550
07e1,active (others),1,1,3307
a79e,in-the-wild (others),4,3,3435
c4ff,active (others),5,3,3478
4121,active (others),1,1,3577
bfcf,active (dorm),5,4,969
b398,inactive (dorm),1,1,3433
92a2,active (others),1,1,3575
a677,active (others),3,1,3534
f05e,active (others),1,1,3486
74d1,inactive (dorm),1,1,3462
1fc6,active (others),1,1,1429
b5b4,inactive (dorm),3,1,3595
0a31,active (others),1,1,3563
254a,active (others),1,1,2928
5940,active (others),1,1,3532
ae34,active (others),1,1,3597
c29a,inactive (dorm),1,1,3490
916a,inactive (dorm),1,1,3583
7e2a,active (others),1,1,3184
9ff3,active (others),1,1,3377
dce0,active (others),1,1,3575
ace2,in-the-wild (others),6,5,3532
30fa,active (others),2,1,3460
ecfd,inactive (dorm),1,1,3595
26aa,active (others),1,1,3546
f74e,active (others),3,2,2049
0699,in-the-wild (others),1,1,513
9cd5,active (others),1,1,3567
f68e,in-the-wild (others),1,1,2014
d520,active (others),2,1,3404
0b6a,active (others),1,1,3558
119c,active (others),1,1,2634
5ae6,active (others),1,1,2279
6119,active (others),1,1,3585
3567,in-the-wild (others),4,2,2909
20de,active (others),1,1,3116
ff37,inactive (dorm),1,1,3262
0e08,in-the-wild (others),8,8,3440
ec92,active (others),1,1,1380
bcf0,active (others),1,1,3404
809c,inactive (dorm),1,1,3444
9daa,inactive (dorm),1,1,3444
a517,in-the-wild (others),1,1,1159
069d,inactive (dorm),1,1,3587
1df3,inactive (dorm),1,1,1601
ae44,active (others),1,1,3556
64e1,active (others),1,1,369
6da8,active (others),1,1,3316
691f,active (others),3,3,2158
8f08,inactive (dorm),4,1,3051
54ea,inactive (dorm),1,1,1810
14d3,active (others),2,2,3158
3709,active (others),2,2,3558
2dc7,inactive (dorm),1,1,3193
77cd,active (others),1,1,498
e26f,active (others),2,1,3558
0298,inactive (dorm),1,1,3522
c3d0,active (others),1,1,2324
ee67,active (others),1,1,2369
b24b,active (others),1,1,3369
8a68,active (others),4,4,1857
8fcf,active (others),1,1,3174
354f,active (others),1,1,3392
98a1,active (others),4,2,1123
7b54,active (others),1,1,3597
6e72,active (others),2,1,3563
3d59,active (others),1,1,1617
58d9,inactive (dorm),1,1,2121
95d2,active (others),1,1,3583
225d,active (others),1,1,3462
7769,active (others),1,1,3500
26e2,active (others),3,3,3556
5f53,active (others),1,1,3498
43da,in-the-wild (others),4,4,2653
eb83,active (others),5,2,3361
3db5,active (others),1,1,3595
e9be,active (others),1,1,3480
00ba,active (others),1,1,3268
0d32,in-the-wild (others),2,2,3530
6a9d,active (others),1,1,3530
34de,active (others),3,3,3506
083b,active (others),3,3,3250
c563,active (others),1,1,3067
ab94,active (others),1,1,3544
07de,active (others),2,2,795
b9ec,active (others),1,1,2047
a71d,inactive (dorm),1,1,2997
624b,in-the-wild (others),10,10,3583
0c3e,active (others),2,2,3534
974f,in-the-wild (others),9,5,3595
a14c,active (others),5,2,3230
fdbb,active (others),1,1,3228
2f57,active (others),1,1,3595
2dd9,active (others),1,1,3116
e503,active (others),1,1,3418
8f50,active (others),1,1,3014
5595,active (dorm),3,2,2885
58ef,active (others),3,1,3456
e9ba,active (others),1,1,2857
abee,active (others),2,2,3367
579a,active (others),1,1,3579
9c93,active (others),1,1,3272
5f7c,active (others),1,1,880
9cbe,active (others),1,1,3484
f633,inactive (dorm),1,1,3373
29fe,inactive (dorm),1,1,3098
d235,active (others),3,2,3583
e12d,active (others),1,1,1689
2b74,active (others),1,1,3492
df9f,active (others),1,1,3556
e8ed,active (others),2,2,3579
7292,active (others),1,1,3595
8f61,active (others),2,2,3446
761c,in-the-wild (others),2,2,3116
2356,inactive (dorm),1,1,3581
a2d4,in-the-wild (others),1,1,3573
ed9a,active (others),1,1,3462
dc9d,active (others),1,1,3250
52c1,active (others),4,2,3591
3048,inactive (dorm),1,1,478
d6df,inactive (dorm),1,1,2861
04b2,inactive (dorm),1,1,24
52e0,inactive (dorm),1,1,3516
6d82,active (others),1,1,2706
1e80,active (others),5,5,3116
1bb2,active (others),1,1,1911
7742,active (dorm),2,2,909
e7b0,active (others),1,1,3577
f710,in-the-wild (others),3,3,1519
1ee5,active (others),1,1,1027
6b4b,active (others),1,1,1911
c0dd,active (others),3,3,1350
dff3,active (others),4,3,2747
fcb0,active (others),1,1,3488
83b7,in-the-wild (others),1,1,3151
3105,active (others),1,1,3189
a868,active (others),1,1,1419
967b,active (others),3,2,3129
95e5,in-the-wild (others),11,7,2943
5a9a,active (dorm),2,2,3346
cffb,active (others),3,3,2770
d3d6,inactive (dorm),1,1,2829
cc13,in-the-wild (others),11,9,3522
dbf3,active (others),1,1,3423
fc16,active (others),1,1,3476
2f43,inactive (dorm),1,1,3318
9b82,active (others),1,1,3575
d94c,active (others),1,1,613
8a90,inactive (dorm),1,1,3329
b31f,active (others),3,3,3484
ecae,active (others),3,3,3096
4eb7,active (others),1,1,3585
5866,active (others),1,1,3149
809f,inactive (dorm),1,1,3332
ac4d,active (others),1,1,2200
8cac,active (others),3,2,3595
3187,active (others),2,2,3208
72d7,active (others),3,1,3554
136b,active (others),2,2,3204
7023,inactive (dorm),1,1,1593
4a89,inactive (dorm),1,1,1435
d0ee,active (others),1,1,98
cd61,active (others),1,1,3536
3e16,active (others),1,1,3174
fee3,inactive (dorm),1,1,3387
4eae,inactive (dorm),1,1,2615
3a31,in-the-wild (others),9,8,3563
665b,active (others),1,1,168
26af,active (others),2,2,2094
e187,active (others),1,1,1708
3d59,inactive (dorm),1,1,3238
578d,active (others),1,1,2170
18e0,active (others),1,1,3212
5b82,active (others),3,3,1082
6578,active (others),1,1,3248
3245,active (others),3,2,3429
f2ee,active (others),3,2,3316
2a70,active (others),1,1,761
a005,active (others),1,1,3377
d29b,active (others),1,1,3410
6f0c,inactive (dorm),1,1,3236
3592,inactive (dorm),1,1,3550
a54e,active (others),1,1,3236
2805,active (others),2,2,3510
b751,active (others),1,1,3534
db39,active (others),2,2,3587
78c6,in-the-wild (others),1,1,3452
4073,active (others),1,1,2776
1f36,active (others),1,1,1938
962d,active (others),7,3,3149
8e0b,active (others),2,1,1052
28d1,active (others),1,1,3556
0c88,active (others),1,1,3440
bf31,active (dorm),7,4,3583
be4e,active (others),1,1,3438
92a2,inactive (dorm),1,1,2717
65e6,active (others),1,1,3444
ec03,active (others),1,1,3476
a919,active (others),1,1,2515
e3cd,inactive (dorm),1,1,2995
5bab,active (others),1,1,1010
26d5,active (others),1,1,3546
bfea,active (others),2,1,657
3472,active (others),2,2,1995
1a4f,active (others),12,5,3573
39b7,active (others),7,5,3040
ddc3,active (others),1,1,1516
5e8e,active (others),2,1,3406
5e67,active (others),1,1,3367
fa15,active (others),1,1,3490
242f,in-the-wild (dorm),3,3,1504
3384,inactive (dorm),1,1,3270
2b0d,inactive (dorm),1,1,3593
0383,in-the-wild (others),1,1,3329
c156,active (others),1,1,3510
b2b5,active (others),2,1,3482
b98b,inactive (dorm),1,1,3264
99aa,active (others),5,4,3400
e8c0,active (others),1,1,3020
69fd,active (others),1,1,947
02bc,in-the-wild (others),1,1,2841
c504,active (others),1,1,3355
414f,active (others),1,1,3084
4ad4,inactive (dorm),1,1,3536
bd12,in-the-wild (others),3,3,2214
7add,active (others),1,1,1181
6829,inactive (dorm),1,1,2293
52ab,active (others),1,1,1516
c9ac,active (others),1,1,3166
b779,active (others),1,1,2410
d0be,inactive (dorm),1,1,1143
a463,active (dorm),4,2,3569
308d,in-the-wild (others),1,1,3329
b883,inactive (dorm),1,1,2196
78cc,inactive (dorm),1,1,3141
51ce,active (others),1,1,2596
d2ba,in-the-wild (others),1,1,3536
6052,active (others),2,2,1981
717b,active (others),1,1,2852
ae66,active (others),1,1,80
f844,inactive (dorm),1,1,3522
dde9,in-the-wild (others),2,2,3498
dbb6,in-the-wild (others),14,11,2580
2e2b,active (others),1,1,3133
98ad,active (others),1,1,3532
10f1,inactive (dorm),1,1,3375
6139,active (others),1,1,3433
3dc2,inactive (dorm),1,1,3494
3f8d,inactive (dorm),1,1,3565
447b,in-the-wild (others),1,1,1897
7b90,active (others),1,1,1088
f880,inactive (dorm),1,1,2222
c733,active (others),1,1,3478
49f3,active (others),1,1,3320
3650,active (others),1,1,260
fab8,active (others),1,1,681
052d,active (others),5,4,2936
97c7,active (others),1,1,3540
4782,active (dorm),2,2,3567
a047,active (others),1,1,158
0f19,active (others),1,1,2729
befb,inactive (dorm),1,1,3088
fd10,active (others),1,1,3579
b8be,active (others),1,1,2
bc87,active (others),22,1,3595
318b,inactive (dorm),1,1,2582
1c73,active (others),1,1,3528
5b8b,inactive (dorm),1,1,2041
8a95,active (others),1,1,3387
d429,active (others),4,3,3583
9cc6,inactive (dorm),1,1,3060
1293,in-the-wild (others),10,9,3591
1ca3,active (others),3,3,3466
