name,parent,value
BIZ1,9a2f,3250
YNCWC,b57c,224
YNCRC2,b57c,977
YNCEC,b57c,946
YNCRC3,b57c,1416
E1,c294,3595
UTSRC,013f,3100
OYIH-BS,d80c,409
S2,d80c,943
PGP10,5804,2570
UHALL-BS,5804,351
PGP-BS,5804,128
YNCRC3,d67b,2659
YNCRC3,a9c3,143
YNCWC,c501,74
YNCRC3,c501,28
YNCEC,c501,114
CNM,c501,2212
EA,a0a3,3556
YNCRC1,97dc,3512
ERC,4a97,3496
YNCRC3,3b66,1219
VEN-BS,56fe,103
YIH-BS,56fe,80
BIZ2,56fe,1359
COM2-BS,56fe,195
ONUSS-BS,56fe,59
OUHC-BS,56fe,1238
E3A,3a03,2708
I3,be39,1516
RC4,733b,2863
CELS,f099,3234
CLIB,741d,3359
YNCRC1,6410,3398
S1A,de84,3238
IT,8bf8,3558
SH,2226,3394
MD2,7d9c,3164
E1,bb69,3546
S12,5174,3486
I3,3c2b,3522
LT27,a20d,926
CELS,a20d,261
MD9,a20d,88
LT27,df0a,702
MD9,df0a,322
S16,7c11,2669
S17-BS,7c11,330
LT27-BS,7c11,93
EW1,c88b,3482
OUHC-BS,fee5,1207
SH,4c1d,2609
HSSML,4995,3197
S16,b89b,3377
LT20,3578,3385
S17,b24f,3597
BIZ1,f76b,1634
HSSML,8831,2710
S16,73d0,3316
MD11,3d55,3516
EW2,14c5,3597
CREATE,ea6e,225
UTSRC,ea6e,1922
LT11,3b27,173
KV-BS,3b27,2467
LT13-BS,3b27,11
BIZ1,0666,3518
CLIB,81de,1100
UTSRC,bd50,3528
RC4,73fa,2632
MD1,f56d,704
S16,b8e0,2453
ERC,78e4,3149
YNCRC2,0051,3482
YNCRC1,77b2,1934
E1,c85d,3563
CNLIB,8995,252
BIZ2-BS,8995,909
IT-BS,8995,1743
I3,8995,229
CLIB,8995,91
OUHC-BS,59e1,468
LT27,59e1,110
UHC-BS,59e1,329
LT11,e8e2,66
KV-BS,e8e2,2385
LT13-BS,e8e2,33
OYIH-BS,e8e2,117
HSSML,e8e2,72
BIZ2-BS,e8e2,134
RH-BS,e8e2,72
BIZ1,e8e2,708
S16,68dc,3595
PGP10,5a45,3055
PGP-BS,5a45,153
MD6,e8ed,68
RC4,2403,3067
UH,42c3,2765
YNCRC1,a9f9,3334
MD1,5f6f,3544
UT-BS,2828,355
YNCRC1,2828,613
ERC,2828,2501
CREATE,2828,38
GRN,2828,64
LT13-BS,d791,831
MD1,cdf2,2983
YNCRC2,3e35,3440
CELS,de0d,2919
YNCRC1,c833,3250
MUSM-BS,feb4,2560
UTSRC,feb4,1021
E4,b947,3392
E2,b7a8,3410
BIZ1,6332,1378
E1,0f76,99
SDE3,0f76,958
SDE1,0f76,1719
SDE2,0f76,762
YNCRC1,6a16,3591
MD11,f551,2521
ERC,7305,2903
MD1,5bc5,3571
YNCRC1,c6a7,3303
UHALL-BS,6333,2739
S13,6333,801
MD6,e506,2976
UTSRC,3355,3589
E1,4f3e,2710
YNCRC1,669b,3544
YNCEC,e63a,3297
VENT,fb95,3468
UTSRC,51d9,2044
RC4,04d5,1760
SDE4,33fa,3567
RVRTB,6bf1,1378
UT-BS,91c4,2511
BIZ1,91c4,811
MD6,3939,3542
YNCRC1,7b57,3516
KRT-BS,7902,2511
LT11,7902,66
AS2,7902,872
VEN-BS,7902,61
MD6,f4b2,3299
HSSML,3126,126
AS5,3126,2142
ONUSS-BS,3126,78
TCOMS,3126,60
PGP-BS,3126,222
S16,7cdd,242
S15,7cdd,1423
LT27-BS,7cdd,113
MD3,7cdd,150
MD10,7cdd,64
MD6,7cdd,208
MD7,7cdd,180
MD1,7cdd,885
LT27,7cdd,70
S17-BS,7cdd,246
EHALL,643c,442
S7,ba61,3385
YNCRC2,1f5b,889
UT-BS,8204,573
CREATE,8204,2921
ERC,76a6,3595
EHALL,b3c6,2985
YNCRC1,949c,3276
TBS,37f3,3420
LT11,bbd6,2723
LT13-BS,bbd6,122
BIZ1,bbd6,532
SH,c0ac,607
CELS,77ed,3206
ERC,43e1,3182
BIZ1,a34b,2829
YNCRC2,0779,704
MD6,bddc,3418
MD11,bddc,96
YNCRC1,8590,3595
YNCEC,a12c,3135
AS2,d546,3264
YNCRC3,b48e,3248
GRS,ba24,1265
E5,8649,84
E4A,8649,69
EW2,8649,3232
CNM,d275,3452
GRN,b72e,2640
UTSRC,b72e,27
YNCRC1,5f1b,611
HSSML,bf42,3053
RC4,007d,3577
YNCRC1,3984,2114
S6,a6e4,1564
S5,ae7a,30
YNCRC2,e536,1445
YNCEC,e536,1450
E6,62d7,492
S7,491f,3530
MD1,0d18,3593
YNCRC1,0b53,2414
YNCRC1,1c0c,3200
ERC,e7fa,3392
PGP-BS,ad98,1868
UTSRC,07aa,2394
S17,c166,3326
RH-BS,55de,410
E3A,55de,1396
MD6,1977,3248
KVG,ea27,1717
KV-BS,ea27,325
KVA,ea27,1009
RH-BS,fd71,431
PGP-BS,fd71,1254
RC4,ce1b,114
CAPT,ce1b,226
GRS,ce1b,2653
ERC,cbc0,3162
CLIB,aa05,3440
MD1,e6e4,3352
UTSRC,5c6b,3587
UT-BS,7b40,47
E3,7b40,67
GRS,7b40,2158
E1A,7b40,376
MUSM-BS,7b40,526
CREATE,7b40,121
E1,7b40,49
E4,7b40,202
YNCRC1,5566,1421
E3,eb70,2667
S16,e255,3565
S15,71af,126
UHC-BS,71af,33
EHALL,71af,319
S14,71af,442
KRT-BS,71af,1932
OUHC-BS,71af,210
UTSRC,5c2d,3581
RH-BS,97a9,2338
E3A,97a9,45
AS3,8e37,2626
MD1,a2f1,3260
RH-BS,e9f4,1819
S16,87e4,1573
CFA,a53a,568
MD6,fe50,3433
S16,1a1a,665
YNCRC2,640c,3454
AS2,1e4f,573
AS1,1e4f,2941
E1,b821,3534
AS5,9c2b,3435
MD6,5e65,605
HSSML,cdcc,3542
ERC,7f23,3508
YNCRC2,ff24,3538
YIHCTN,6869,3524
E4A,acea,14
EW2,acea,781
E1,acea,606
E4,acea,89
LT5,acea,54
S5,044a,51
S6,044a,45
S9,044a,269
T-LAB,b11b,3567
AS2,a9f6,3266
SDE1,81c3,1765
SDE3,81c3,929
EA,c038,3591
CRECTN,cab4,963
MUSM-BS,cab4,99
T-LAB,cab4,476
CREATE,cab4,443
UTSRC,cab4,441
T-LAB,473f,3297
YNCRC1,4f5e,3373
E4,f042,3030
CREATE,5040,39
UTSRC,5040,1099
GRS,5040,2457
MD1,7bee,3338
T-LAB,134c,3450
LT18,eceb,2059
BIZ1,eceb,734
S17-BS,eceb,363
ARTSCTN,eceb,382
UTSRC,a896,2527
S16,563d,2993
YNCRC1,3aa1,3569
UT-BS,b8d1,89
KV-BS,b8d1,2611
UHC-BS,b8d1,96
UHALL-BS,b8d1,142
MUSM-BS,b8d1,530
S8,b8d1,115
EA,5833,3476
KV-BS,4bd8,2969
SFAH,4bd8,392
LKC,1734,3055
YNCRC2,8b9a,2717
E5,5214,3540
I3,e762,1542
VENT,7f11,32
MD6,8b6a,3166
MD1,8b6a,302
E3,9d75,3442
YNCRC2,0cd0,3293
UH,46c1,3597
YNCRC1,4804,3012
E4,5163,3589
S7,2846,3587
THALL,4a83,3508
YNCRC2,91bb,1135
YNCRC1,91bb,107
ERC,91bb,359
S17,5c43,2665
LT19,f888,57
BIZ2,f888,2996
HSSML,1a8d,140
BIZ2-BS,1a8d,472
OHSSL-BS,1a8d,62
SH,1a8d,1839
PGP-BS,1a8d,150
YNCRC1,86b0,3567
E6,6bbc,81
OYIH-BS,6bbc,783
YNCRC1,9aa9,3272
TCOMS,8146,1163
USP,3197,62
RC4,3197,129
GRN,3197,234
ERC,3197,125
E6,eff2,2756
YNCRC1,f060,3486
YNCRC1,4239,3156
E5,cee0,2054
OYIH-BS,cee0,57
YIH-BS,cee0,53
MUSM-BS,cee0,64
YNCRC3,cee0,1312
RH-BS,decb,131
YSTCM,decb,1186
VEN-BS,decb,646
AS4,decb,123
YNCRC2,821a,3290
E4,f2be,3080
YIH,85a4,203
YIHCTN,85a4,120
YIH-BS,85a4,81
E4A,85a4,40
CRECTN,330c,536
CREATE,330c,188
GRN,330c,53
GRS,330c,668
SFAH,a375,3458
VENT,8d7b,110
YNCRC2,8786,2708
UT-BS,0135,140
KV-BS,0135,385
UHALL-BS,0135,178
S12,0135,112
S13,0135,69
EA,0135,2675
MUSM-BS,0135,38
IT-BS,e360,2220
CLIB,e360,612
AS8-BS,e360,41
YNCRC1,a9c3,3591
S16,a748,251
UT-BS,a748,165
S14,a748,54
MUSM-BS,a748,1861
S16CTN,a748,534
S17,a748,64
S17-BS,a748,76
S16,e036,3563
S16,4fd9,3532
KV-BS,38c7,254
S5,6b28,2006
YNCWC,bfc6,1498
YNCEC,bfc6,1003
YNCRC3,bfc6,1088
KRT-BS,d80a,2133
YIH-BS,d80a,417
BIZ1,c9dd,3458
RC4,3c04,3597
I4,e499,422
BIZ2,e499,298
BIZ2-BS,e499,65
RC4,6aa9,397
AS8,93a3,2057
SFAH,90b6,3595
BIZ1,5b3b,3498
RC4,0771,466
ERC,0771,1320
BIZ1,3725,3036
YNCRC1,8118,3556
S14,a8a5,3414
SDE1,878c,80
SDE2,878c,581
YNCRC1,7c34,3242
SFAH,7f1e,3595
OHSSL-BS,ea6a,1739
GRS,5a72,3597
MD6,fa2b,3305
T-LAB,de42,3484
HSSML,be68,277
BIZ2-BS,be68,1314
BIZ1,6aa7,3500
CELS,bc8b,3500
BIZ2,c798,3425
E6,81c0,2845
YNCRC2,b8b3,462
YNCRC1,b8b3,78
ERC,b8b3,47
IT-BS,1712,66
E3,1712,1224
AS8-BS,1712,2270
E4,ddd4,3320
YNCRC1,81a7,1880
UTSRC,81a7,1705
UHALL-BS,c9f6,56
AS8-BS,c9f6,104
YIH-BS,c9f6,40
LT27-BS,c9f6,2941
BIZ2-BS,c9f6,47
OHSSL-BS,c9f6,155
OUHC-BS,c9f6,63
ARTSCTN,c9f6,173
PGP10,a289,3550
E4,6c1f,611
E3A,6c1f,183
EA,6c1f,2696
YNCRC2,bbc9,108
S13,848a,3286
UT-BS,0c84,150
VENT,0c84,75
AS8-BS,0c84,141
RH-BS,0c84,31
SDE4,0c84,128
MUSM-BS,0c84,77
CREATE,0c84,138
UTSRC,0c84,1855
KRT-BS,0c84,138
SDE2,0c84,509
HSSML,f577,3427
UHALL-BS,6caa,106
AS8,6caa,57
LT27-BS,6caa,2934
LT4,6caa,81
CLIB,6caa,266
YNCRC1,fe04,3352
HSSML,80bd,1106
T-LAB,5927,3494
YNCRC1,27e1,3332
YNCRC3,2f31,3464
CRECTN,4dec,188
CREATE,4dec,1937
ERC,4dec,708
UTSRC,4dec,275
YSTCM,9a36,3552
YNCRC1,be57,3427
UTSRC,122f,1309
ERC,122f,2286
CREATE,9c0b,181
UTSRC,9c0b,657
GRS,9c0b,1197
RH-BS,5181,446
YSTCM,e1f4,3506
UTSRC,5146,1625
RH-BS,9a8f,2588
SDE3,09dd,2086
UT-BS,41ae,613
CREATE,41ae,60
GRN,41ae,2821
GRS,41ae,60
E4,0b06,3420
E6,462c,2512
OYIH-BS,462c,526
USC,8db8,1246
YIH-BS,8db8,84
S14,8db8,476
AS8-BS,d148,1244
AS8,d148,1687
IT-BS,d148,64
CLIB,d148,90
AS1,d148,209
ARTSCTN,d148,236
UHC-BS,b0c8,306
FC,b0c8,2936
UHALL-BS,cb70,3530
VENT,c730,30
YNCRC2,af13,3571
AS1,859d,3160
MD6,83a2,419
MD1,83a2,2077
UH,28af,3530
YSTCM,30cd,2349
CREATE,30cd,46
UTSRC,30cd,72
UT-BS,30cd,518
MUSM-BS,9c1f,2685
T-LAB,9c1f,702
RH-BS,9c1f,69
E6,8ffb,3516
E4,7d82,3587
EA,caf6,3593
EW1,b957,3220
YNCRC1,d97a,3276
SFAH,9b58,3153
E4,c88d,3456
YNCRC1,5390,1702
E1A,e147,3003
SDE2,1241,1159
E4,a2d8,3346
MD6,fb5a,3498
SDE2,4d5e,3534
UT-BS,2595,174
GRS,7dc0,246
HSSML,a902,3440
BIZ2,a902,70
CELS,5c10,3548
MD6,b623,1119
S15,b623,168
S14,b623,2201
CRECTN,0a45,758
UHC-BS,0a45,121
YNCRC1,0a45,1526
S12,0a45,209
CREATE,0a45,432
UTSRC,0a45,225
OUHC-BS,0a45,267
YNCRC2,18f2,2861
MD3,7b58,2208
YNCRC1,d49f,1788
COM2-BS,6658,1297
KV-BS,0960,1564
KVA,0960,327
EA,c591,490
LT27,186b,2020
LT29,186b,207
ERC,4b52,3587
S8,6086,3552
MD6,59c1,3166
S16CTN,59c1,180
MD7,59c1,74
S16,59c1,76
YNCRC1,3a20,1232
S16,d411,187
UHC-BS,d411,58
UHALL-BS,d411,52
RH-BS,d411,63
MUSM-BS,d411,783
YSTCM,d411,1737
S16CTN,d411,110
S17-BS,d411,71
UCC,d411,57
IT-BS,0ed6,1203
IT,0ed6,2323
S17,ce69,3540
TBS,ef0c,1143
RC4,7553,3301
YNCEC,7553,19
ERC,7553,136
SDE2,234b,3180
UT-BS,b29c,341
CREATE,b29c,2297
BIZ1,b29c,364
YIH-BS,b29c,538
CLIB,f8ec,2600
UHALL-BS,f8ec,995
SFAH,d984,2430
UTSRC,32d2,2102
CRECTN,f693,104
CREATE,f693,181
GRS,f693,2921
E1A,4b9c,750
EA,4b9c,2598
USC,6728,382
OUHC-BS,6728,117
PGP-BS,6728,1847
LT27-BS,6728,204
KV-BS,1e17,2774
EA,1e17,496
RH-BS,71f9,94
S13,71f9,866
E3A,71f9,2521
MUSM-BS,71f9,104
RVRG,a6d6,59
UTSRC,a6d6,1647
UNK,7448,1153
RC4,41d3,3143
YNCRC1,57e5,3123
MD6,1124,3585
AS3,0d05,2812
AS1,0d05,759
KRT-BS,54eb,381
AS1,30e1,123
AS8,30e1,3421
RC4,9185,2503
MD1,0f6f,3494
IT-BS,4978,30
IT,4978,3490
ERC,9ba6,3429
IT,eaaa,3556
EA,5227,3049
S11,e97e,3446
CELS,50c1,911
YNCRC1,21e8,3536
RC4,29ab,1161
KV-BS,7558,3595
KRT-BS,91c5,2974
UT-BS,7eaf,120
VEN-BS,7eaf,178
AS8-BS,7eaf,57
EHALL,7eaf,242
MUSM-BS,7eaf,119
CREATE,7eaf,61
KRT-BS,7eaf,2818
YNCRC1,3e76,3520
YNCRC1,86d5,3532
YNCRC1,0684,3210
E3,195d,2917
MD1,2677,3583
MD6,8b89,2698
S16,c806,769
S16CTN,c806,1456
PGP-BS,c806,1350
MUSM-BS,ffd8,1987
USC,ffd8,1608
YNCRC2,5de1,3423
YNCRC2,bb02,2342
YNCRC3,bb02,1186
YNCRC2,1b50,3106
USC,207d,2911
SFAH,86e6,2802
LT13-BS,913d,552
VEN-BS,913d,109
AS8-BS,913d,47
ERC,913d,2103
IT-BS,913d,25
UTSRC,913d,759
YNCRC1,3dd4,3456
CLIB,d273,2359
USP,b154,2815
ERC,8351,3550
YNCRC1,4d55,3346
UH,439b,704
CLIB,0fa9,3336
UT-BS,27c2,3416
HSSML,7f10,99
BIZ2,7f10,238
E1,c211,22
YNCRC1,9847,1876
KV-BS,5901,2708
KV-BS,c3a2,640
E1,ee03,240
E1A,ee03,1741
E4,ee03,888
YNCEC,0f6a,3404
ERC,0f6a,100
YNCRC1,74c3,3176
IT-BS,812d,2928
IT,812d,495
CRECTN,2001,101
UT-BS,2001,3040
CREATE,2001,62
UTSRC,2001,380
UT-BS,f13e,181
LT18,f13e,780
CREATE,f13e,66
UTSRC,f13e,100
BIZ1,f13e,420
CNM,f13e,2018
ONUSS-BS,6fb3,1373
AS8-BS,6fb3,270
UH,e36b,3587
YNCRC1,fa2f,3420
E5,20f0,2665
AS4,3185,3365
E4,9125,3510
BIZ1,a653,1673
S5,36bd,236
S9,36bd,386
VENT,4c7a,68
E5,4c7a,119
VEN-BS,4c7a,119
AS8-BS,4c7a,180
E3,4c7a,414
KRT-BS,4c7a,2630
OYIH-BS,d306,121
UHC-BS,d306,174
IT-BS,d306,0
LT4,d306,59
OUHC-BS,d306,33
I4,bbaf,2529
SSLS,bbaf,571
HSSML,a707,252
YNCRC1,b40a,2993
YSTCM,46bc,3195
MD6,9996,1494
MD11,9996,2056
UTSRC,60b2,18
GRS,60b2,2692
YNCRC1,b917,3307
CREATE,c9fa,2889
YSTCM,d75e,3102
AS5,8824,3581
CRECTN,244a,1673
PGP20,244a,1054
PGP-BS,244a,209
VENT,53e0,53
RVRG,138c,3567
S16CTN,4e86,1558
LT27,4e86,10
HSSML,4c65,1876
T-LAB,e1bf,3164
ERC,4f78,3595
E3,6ca2,3538
ERC,7dee,3530
S17,1b27,3389
UH,e1fc,3262
YNCRC2,5cb5,3490
CLIBANNEX,726b,181
TMSI,726b,114
KR11,726b,97
CPT,726b,2279
HSSML,4118,33
E5,4118,123
LT13-BS,4118,89
E3,4118,1369
AS8-BS,4118,56
IT-BS,4118,54
OHSSL-BS,4118,1739
E4,4118,126
YNCRC2,9a0d,3350
YNCRC2,ef52,3208
S17,a277,1343
USC,c88c,3591
E1,32b9,2883
EW2,eb88,3522
T-LAB,ff33,3242
OHSSL-BS,9ac7,28
BIZ2-BS,9ac7,1321
AS8-BS,9ac7,57
CLIB,c4f3,2216
CNLIB,c4f3,1379
HMK,57c8,1847
E5,0af4,64
UHALL-BS,0af4,2867
AS8-BS,0af4,52
EW1,0af4,238
IT-BS,0af4,90
IT,0af4,119
E1,0af4,67
OUHC-BS,0af4,42
E4,0af4,56
MD11,cf18,431
KV-BS,310d,1054
KVA,310d,1997
BIZ2,2fc7,3240
YNCRC3,ad46,3427
CRECTN,784a,61
ERC,784a,119
YNCWC,784a,131
UTSRC,784a,202
YNCRC3,784a,2482
KRT-BS,bf3e,3478
EA,c312,3587
HSSML,1307,109
BIZ2,1307,58
AS8-BS,1307,132
BIZ1,1307,556
LT4,1307,2580
ARTSCTN,df83,3520
CRECTN,04db,1872
UT-BS,04db,601
S12,04db,338
UT-BS,db52,212
KV-BS,db52,807
GRS,db52,113
ERC,db52,1904
MUSM-BS,db52,515
CREATE,db52,34
CLIB,6c41,930
S15,d5ad,3110
OUHC-BS,d5ad,158
S13,54f8,169
ERC,54f8,146
RC4,54f8,59
CREATE,54f8,73
UTSRC,54f8,162
S10CTN,54f8,2249
S10,54f8,731
HSSML,576e,2640
MD1,e96f,3585
EW2,7aa9,3186
UHC-BS,d52a,2871
YIH-BS,d52a,59
TBS,1c31,1977
RC4,7da0,3238
YNCRC1,9a92,3375
ERC,cc37,1928
KV-BS,0d43,2176
AS8-BS,0d43,101
EW1,0d43,101
AS1,0d43,1099
SDE2,0d43,63
BIZ1,320f,3425
S5,4249,2155
S9,4249,411
S16,9332,3567
VENT,2ae9,1510
S14,69ec,3387
CRECTN,24a3,388
CREATE,24a3,168
GRS,24a3,2936
S5,fbf3,1215
S9,fbf3,920
YNCRC2,56fb,2147
YNCRC1,56fb,67
ERC,56fb,1357
THALL,4b3e,2993
YNCRC1,1d09,1546
YNCRC2,1d09,860
ERC,1d09,368
RC4,1d09,178
YNCEC,1d09,61
YNCRC3,1d09,387
E4A,14c3,3536
GRN,e557,1737
ERC,e557,185
RC4,e82d,1203
EA,d5df,3044
S17-BS,0d23,2767
S8,4a67,3102
CRECTN,6fe0,2234
CREATE,6fe0,105
GRS,6fe0,12
CREATE,461b,88
GRS,461b,3438
YNCRC2,f4d0,515
YNCRC3,f4d0,953
MD1,f5cb,1398
IT,3938,3186
CNM,54c2,3595
YNCRC3,5ce2,1293
PGPCTN,df1f,2692
PGP-BS,df1f,236
KV-BS,d4db,2710
YNCRC2,c129,3514
S16CTN,5139,2394
LT27,5139,743
YNCRC1,79fa,3508
TCOMS,f9ff,440
E4A,8925,1066
EW2,8925,2507
IT,0327,913
LT13-BS,f532,145
VEN-BS,f532,62
AS8-BS,f532,92
ONUSS-BS,f532,2850
IT-BS,f532,75
LT4,f532,108
E4,f532,164
EHALL,cb77,1710
T-LAB,1aea,3579
MD1,d28f,3514
YNCRC1,ea36,486
UTSRC,caf4,3540
S5,ac5c,3540
USC,4637,898
YNCRC1,d3af,3452
SDE1,df8d,2094
SDE2,dee4,18
VEN-BS,8f5f,519
EHALL,8f5f,2572
IT-BS,8f5f,55
MUSM-BS,8f5f,276
KRT-BS,8f5f,147
ERC,a075,3546
AS4,6bd5,3088
CRECTN,341a,290
GRN,341a,63
CREATE,341a,122
ERC,341a,3053
AS2,293f,3490
CREATE,4f52,765
UTSRC,4f52,1425
E1,2b47,3585
MD6,c611,3595
E3A,469f,3299
UTSRC,5992,3597
S8,a6fb,3500
YNCRC1,cc9b,3218
UTSRC,36fb,661
ERC,36fb,2914
MUSM-BS,d9f5,180
UT-BS,d9f5,163
UHC-BS,d9f5,193
S17-BS,d9f5,32
YNCRC1,e04c,2675
T-LAB,af46,3452
YSTCM,4b20,3516
PGP-BS,1a58,2729
MUSM-BS,fbde,120
E1A,fbde,337
EW1,fbde,1808
UT-BS,8969,147
E3,8969,191
GRS,8969,1800
RH-BS,8969,110
MUSM-BS,8969,212
CREATE,8969,61
E4,8969,873
E3A,5d5a,56
EA,5d5a,3408
MD3,d751,2043
MD2,d751,1215
RH-BS,5339,2831
SDE2,edb4,3538
E4,f4b5,90
E4A,f4b5,3412
YNCRC1,2390,3514
E5,90c1,326
PGP6,1ae7,2696
PGP-BS,1ae7,37
MD1,20ea,2121
S16,e497,282
BIZ1,1fe9,3442
BIZ1,fd73,3141
E1A,e4c8,2704
E5,b859,3094
MD6,98e8,1696
UHALL-BS,98e8,1304
MD3,98e8,141
LT27-BS,98e8,246
ERC,f62d,3022
YNCRC2,5fcb,1153
YNCRC1,5fcb,120
ERC,5fcb,683
ERC,5d33,3516
E4,3bf7,3299
KRT-BS,a403,186
VENT,a403,2902
BIZ1,2443,2739
UTSRC,efb9,2622
GRS,efb9,137
UHC-BS,9b22,3522
S14,9b22,71
UT-BS,f362,108
CREATE,f362,1380
ERC,cead,3057
MD6,eeda,865
UHC-BS,eeda,2383
S16CTN,d917,3193
RVRG,d076,61
GRN,d076,1582
UTSRC,d076,360
ERC,d076,105
YIH,c875,3385
E6,98a2,1482
BIZ1,328f,3540
MD4,c210,3464
YNCEC,0287,2887
YNCRC2,f9d5,3069
S16,88f3,3532
UT-BS,1b4d,427
EW2,1b4d,3017
UHC-BS,5f4a,275
YIH-BS,5f4a,86
IT-BS,5f4a,97
LT4,5f4a,124
CLIB,5f4a,1524
OUHC-BS,5f4a,306
RH-BS,861f,1419
CREATE,861f,412
EA,861f,1748
S16,1f00,3435
PGP18,c828,3280
SFAH,c828,274
IT,7dce,1186
RC4,a0f5,3520
KRT-BS,03a6,1512
CREATE,17e7,3550
MD6,af58,492
YNCRC2,443a,3542
YNCRC1,397c,3589
UH,cd8c,2083
UTSRC,ee92,2307
E6,9707,137
E4,9707,2866
E4A,9707,122
E2A,9707,460
YNCRC2,41ad,3316
E1,5926,3147
RC4,8972,2923
ERC,8972,670
YNCRC1,26fb,2216
